param_type	value	species	
Exon_number	7	ptr.filtered.gff	
Exon_number	16	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	16	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	20	ptr.filtered.gff	
Exon_number	22	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	10	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	10	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	19	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	18	ptr.filtered.gff	
Exon_number	17	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	14	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	17	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	27	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	20	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	14	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	22	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	10	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	10	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	16	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	14	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	34	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	21	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	13	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	18	ptr.filtered.gff	
Exon_number	22	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	13	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	14	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	10	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	10	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	33	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	10	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	13	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	10	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	27	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	16	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	10	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	19	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	9	ptr.filtered.gff	
Exon_number	14	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	15	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	18	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	11	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	24	ptr.filtered.gff	
Exon_number	7	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	12	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	22	ptr.filtered.gff	
Exon_number	8	ptr.filtered.gff	
Exon_number	17	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	17	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	6	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	5	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	4	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	3	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
Exon_number	1	ptr.filtered.gff	
Exon_number	2	ptr.filtered.gff	
